112;207;60;1;
207;208;60;1;
208;209;60;1;
209;10;120;1;
12;210;120;1;
210;211;90;1;
211;212;120;1;
212;213;60;1;
213;214;120;1;
214;215;90;1;
215;51;90;1;
51;106;90;1;
35;53;120;1;
53;218;60;1;
218;219;60;1;
219;220;30;1;
220;67;180;1;
68;221;30;1;
221;72;60;1;
72;222;60;1;
222;223;60;1;
223;77;120;1;
77;85;60;1;
85;224;60;1;
224;94;30;1;
94;90;150;1;
91;225;90;1;
225;226;30;1;
226;227;45;1;
227;228;60;1;
228;92;150;1;
96;67;120;1;
67;230;120;1;
230;231;30;1;
231;67;30;1;
67;75;60;1;
75;229;120;1;
229;239;120;1;
239;240;120;1;
240;103;150;1;
105;233;90;1;
233;216;90;1;
216;217;30;1;
217;233;60;1;
233;53;120;1;
54;177;120;1;
178;235;150;1;
235;236;120;1;
236;189;150;1;
191;237;60;1;
237;238;120;1;
238;111;60;1;
111;110;90;1;
110;234;90;1;
234;204;120;1;
204;232;60;1;
109;241;60;1;
241;242;60;1;
242;243;60;1;
243;113;60;1;
113;244;60;1;
244;245;30;1;
245;246;90;1;
246;247;60;1;
247;116;120;1;
116;259;120;1;
259;128;60;1;
131;248;120;1;
248;249;30;1;
249;250;30;1;
250;251;60;1;
251;252;60;1;
252;253;60;1;
253;254;60;1;
254;255;60;1;
255;161;90;1;
162;256;30;1;
256;257;60;1;
257;258;60;1;
258;151;30;1;
153;152;60;1;
158;260;60;1;
260;257;90;1;
257;256;60;1;
256;162;45;1;
162;148;30;1;
148;261;45;1;
261;262;60;1;
262;263;60;1;
263;264;30;1;
264;265;30;1;
265;266;30;1;
266;267;60;1;
267;268;60;1;
268;269;60;1;
269;101;90;1;
101;270;120;1;
270;271;60;1;
271;272;60;1;
272;296;60;1;
296;132;90;1;
133;216;90;1;
216;273;120;1;
273;274;60;1;
274;275;60;1;
275;139;30;1;
139;276;60;1;
276;277;30;1;
277;278;30;1;
278;279;30;1;
279;280;30;1;
280;145;90;1;
261;281;60;1;
281;282;60;1;
282;283;60;1;
283;284;60;1;
284;285;60;1;
285;286;60;1;
286;287;60;1;
287;288;60;1;
288;289;90;1;
289;177;90;1;
178;290;60;1;
290;291;60;1;
291;292;60;1;
292;184;60;1;
188;294;45;1;
294;189;45;1;
238;200;60;1;
155;153;90;2;
106;107;60;2;
